ImagePath,TrueLabel,PredictedLabel
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559845579.jpg,Academic_Art,Symbolism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559845583.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559845874.jpg,Academic_Art,Rococo
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559845880.jpg,Academic_Art,Neoclassicism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559845881.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559845893.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559845895.jpg,Academic_Art,Neoclassicism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559845896.jpg,Academic_Art,Rococo
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559845900.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559845907.jpg,Academic_Art,Neoclassicism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559864583.jpg,Academic_Art,Rococo
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559864590.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559864594.jpg,Academic_Art,Renaissance
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559870465.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559870476.jpg,Academic_Art,Art_Nouveau
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559870477.jpg,Academic_Art,Renaissance
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559870478.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559870528.jpg,Academic_Art,Neoclassicism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559870572.jpg,Academic_Art,Neoclassicism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559870579.jpg,Academic_Art,Realism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559872480.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559872485.jpg,Academic_Art,Realism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559872489.jpg,Academic_Art,Western_Medieval
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559872490.jpg,Academic_Art,Realism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559872501.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559872502.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559872508.jpg,Academic_Art,Art_Nouveau
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559872520.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559872535.jpg,Academic_Art,Realism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559873461.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559873466.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559873481.jpg,Academic_Art,Realism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559873494.jpg,Academic_Art,Realism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559873581.jpg,Academic_Art,Renaissance
